OBJECTID,KBIF ID,Facility Name,Facility Street Address,City Name,State,Zip Code ,County Name,Area Development District,NAICS Code,Building Sq Footage,Number of Employees,Average Trucks per Day,Truck Bays,Average Trains Week,Facility Length of Rail,Number of Rail Doors,Prior CHAF ID,Completed CHAF ID,Existing CHAF ID,Intermodal Connector Needs,Comments,Meets Criteria,Area Development District Name,County Number,District Number,District Name,RT Unique,Road Name,Route Prefix,Route Suffix,Route Label,Update Indicator,GUID_Str,End Active Date,GlobalID,last_edited_date,created_user,created_date,last_edited_user,MP,RT_NUMBER,x,y
279,0,D&D Shoe Company,1 General St,Mayfield,KY,42066,Graves,PUADD, ,443000,12,6,16,0,0,0, , , , ,ADDRESS UPDATED,YES,PURCHASE ADD,42,1,Paducah,,,,,,2,5A9FFAAC-2546-4C1C-8307-223FDDDD77AF,,4138f70e-5829-4130-8485-7289370c4a32,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9867597.4036,4409043.162
280,0,"Expo Five, Pandora's Cash Unique",2900 7th Street Road,Louisville,KY,40216,Jefferson,KIPDA,493110,100000,0,12,6,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,9DB14342-3634-4713-AA6B-22510CA9BC51,,80bd396f-028c-4999-8815-8894264165c8,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9550087.6016,4608951.6105
281,0,Resin Technologies,1440 Jamike Ln,Erlanger,KY, ,Boone,NKADD,31,33800,0,8,8,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,6FBD8D64-79CC-43B2-A31E-2289987EA0B0,,da29940d-b374-4e18-8c68-a29c15a53af8,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9420795.9688,4728030.9635
282,0,Woodford Logistics,7956 Kentucky Dr,Florence,KY,41042,Boone,NKADD,899900,27000,15,12,6,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,E0006D9E-C792-4916-A83C-228A92383E88,,bdaaa4d2-109a-4887-b757-1b3cd66e9032,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9420994.1585,4719316.7843
283,0,UNKNOWN,500 MEMORIAL DR,NICHOLASVILLE,KY,40356,Jessamine,BGADD, ,202441,0,0,0,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,57,7,Lexington,,,,,,2,94D6C8D0-4647-4322-8118-22A4E8C16982,,494c484e-8ce9-4316-be91-eaac744875be,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415783.1181,4563051.7692
284,2300,Rand McNally & Company,106 Hi Lane Dr,Richmond,KY,40475-2586,Madison,BGADD,511199,185000,29,12,6,0,0,0, , , , ,"MOVED FEATURE, ATD EST",YES,BLUEGRASS ADD,76,7,Lexington,,,,,,2,6C46D26B-27DA-4F16-8310-22BCF37175AC,,0aefd1c1-85b2-4bb5-aeb5-a393774a2af2,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9381528.7402,4542605.951
285,0,iHeartMedia Louisville, 4000 Radio Drive,Louisville,KY,40218,Jefferson,KIPDA,515111,88000,0,14,7,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,16EE3705-00AE-4FB7-A478-22C0466D0903,,e3d33a7d-e87b-4591-bb5c-ca785eaa47da,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9538435.5518,4607174.1458
286,0,Gates Corporation,300 College Street Rd,Elizabethtown,KY,42701,Hardin,LTADD,326220,415000,147,7,3,0,0,0, , , , ,NEW FEATURE,YES,LINCOLN TRAIL ADD,47,4,Elizabethtown,,,,,,2,6B5F69AD-11C8-4E38-8ACF-22C0B5E8F8CE,,de00c154-f348-4054-897e-59430c87ddf9,6/10/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9560917.8,4534719.9
287,0,Bardstown Warehouse,900 Withrow Ct.,Bardstown,KY,40004,Nelson,LTADD,,180000,3,25,18,0,0,0, , , , , ,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,34C571DC-5B85-4ACC-A0E1-22D775D5586B,,b01e4325-25f9-4302-84da-e40a8a095648,6/17/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9514193.8,4556174
288,0,ADP Inc, 3900 Collins Lane,Louisville,KY,40245,Jefferson,KIPDA,"425110, 551114, 561442",78000,1000,20,10,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,13C446DF-18D7-4B55-BA96-2375CB0891A2,,260f262a-f338-4793-a2bd-7231bb8d8165,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9520295.6148,4621426.3096
289,0,Algood Food Co.,10631 Freeport Drive,Louisville,KY,40258,Jefferson,KIPDA,311911,101000,265,50,25,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,17345B9E-A2E5-4D68-A6B2-2397ECEEA63E,,5a6259fc-dc8f-48d5-9399-376c4868ae15,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9560217.2136,4597074.9559
290,1365,Tente Casters Inc,2266 Southpark Dr,Hebron,KY,41048-9537,Boone,NKADD,332510,68800,107,12,12,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,456BDD37-5180-4B8A-8FBC-23D638CCAE9C,,89b5d2a3-e0ea-46c8-9e8d-6fddc4fa3d8e,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9429396.3237,4734225.7416
291,0,ABC AUTOMOTIVE,145 Corporate Drive,London,KY,40741,Laurel,CVADD,"336390, 541712",125000,475,22,11,0,0,0, , , , ,NEW FEATURE - ABC AUTOMOTIVE EXPANSION,YES,CUMBERLAND VALLEY ADD,63,11,Manchester,,,,,,2,5CB7A160-E0BD-4CA2-A414-23F1E55A76BF,,2301cc38-5f7a-4676-ab55-3db412623630,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9371322.4476,4458776.1969
292,0,Kaman Industrial Technologies, 11920 Carrier Court,Louisville,KY,40299,Jefferson,KIPDA,423840,70000,0,22,11,0,0,0,, , , ,UPDATED ADDRESS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,5F4CE4B8-FCF8-48B9-8363-244E2868EA30,,f6437a5a-0668-4494-9b66-de68d7cbe828,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9523061.2336,4609366.5504
293,0,D & W Silks,3301 Dixie Highway,Louisville,KY,40216,Jefferson,KIPDA,453110,104000,0,26,13,0,0,0,IP20160175, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,FE719246-0F4C-447E-91C8-2465D377CA47,,2c182dd4-728e-4565-9b95-e2990e6695d3,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9551017.2216,4608070.5288
294,253707906,Hendrickson USA LLC,565 Pin Oak Dr,Somerset,KY,42501,Pulaski,LCADD,336330,281000,330,12,6,0,0,0, , , , ,ESTIMATED NUMBER OF TRUCKS,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,A2BE134B-C878-4785-BFD0-24758FCE6F90,,eb7603be-955c-4030-bdd6-739a1b162f7b,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9403891.8123,4462819.2423
295,0,UPS Supply Chain Solutions, 2240 Outer Loop,Louisville,KY,40219,Jefferson,KIPDA,"493110, 493120, 541614",475000,2195,120,60,0,0,0,IP20080238, , , ,NEW FEATURE; structures part of one facility,YES,KIPDA ADD,56,5,Louisville,,,,,,2,7AADBF5A-76E9-4EEE-96C1-24D33B689132,,e5ff4862-3363-4ea2-ae04-4ca44eb82b81,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9543388.7228,4596769.2632
296,428315300,"AllSource Transportation, LLC",200 Industrial Park Road,Dawson Springs,KY,42408-,Hopkins,PEADD,493110,88324,8,0,6,0,0,0, , , , ,PEADD NEEDS TO VERIFY ALL ATTRIBUTES,YES,PENNYRILE ADD,54,2,Madisonville,,,,,,2,F466CAC8-B00D-4785-A66A-253ADE08651B,,36642440-2911-49c7-b662-9b0813225878,7/27/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9760485.8905,4463841.2335
297,0,BLUE STAR PLASTICS,201 W LOUDON AVE,LEXINGTON,KY,40508,Fayette,BGADD, ,88334,0,0,5,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,11E113F5-BF8B-4CA6-B23C-253FAA875DF1,,57826063-5f3d-4f68-b7a2-b3707efdfc84,8/25/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9404857.0345,4588260.8061
298,0,Cummins Filtration,20 Logistics Blvd,Walton,KY,41094,Boone,NKADD,336111,610000,200,75,64,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,2F98ADB5-E49B-47AE-96BD-254B77338AA5,,510c901b-fa78-4a07-a96c-4a5ea978efa5,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9419995.3259,4708418.1747
299,0,Brock Mc-Vey Company,1100 Brock McVey Dr,Lexington,KY,40509,Fayette,BGADD, ,124176,0,24,12,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,62E07C2A-1F35-4651-B25A-25637DFDF1A1,,542bddab-ba03-4148-a251-69d1b89752da,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9401010.3889,4584231.326
300,0,Progress Rail Services,4706 Allmond Avenue,Louisville,KY,40209,Jefferson,KIPDA,336510,95000,0,20,10,0,0,0, , , , ,2024 UPDATE NAME,YES,KIPDA ADD,56,5,Louisville,,,,,,2,DA454EA9-1319-4D53-A08E-259AF480763E,,e8a11daf-219d-4797-997e-a44b35d10137,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9546698.9454,4604875.3121
301,648234601,"MGPI of Indiana, LLC",400 Helton Road,Williamstown,KY,41097-,Grant,NKADD,493110,89000,0,12,6,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,41,6,Covington,,,,,,2,58164767-3B99-4ED2-B1C8-25A0F41BA0DB,,4c7e6d82-cd65-4ff2-991a-b7a9d8e1bd9d,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9414108.7618,4671435.4319
302,0,Signature Hardware,5 Floridian Dr,Erlanger,KY,41018,Kenton,NKADD,444130,104000,14,14,7,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,BE237240-6678-4D65-9574-25D78D74EE20,,6addc6d8-9e87-47e2-8938-4f2286b3eca3,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415845.8813,4727316.7231
303,160,Dayton Freight Lines,12140 Chandler Drive,Walton,KY,41094,Boone,NKADD,484110,28000,79,50,46,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,2E69FF15-8415-492F-867A-25F07C60CB73,,192a8e46-f028-4f90-8ef1-9b9095f74053,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421345.382,4702649.0556
304,1402,Novolex,7600 Empire Dr,Florence,KY,41042-2941,Boone,NKADD,"322220, 322299",300000,459,40,22,2,1000,3, , , , ,LOCATED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,849DF0F3-7A0F-4B74-AF45-25F79353DDAC,,ed01d125-5642-42ac-aa10-14b10c88dc57,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421017.983,4718067.9102
305,0,Hayashi Telempu,110 Fortune Dr,Frankfort,KY,40601,Franklin,BGADD, ,237332,156,24,12,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,37,5,Louisville,,,,,,2,E2212D7F-DB50-402B-AF07-26354518B256,,6dc53d92-4c20-4e39-b7e4-7df8d6b64354,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9443086.5663,4602369.7773
306,3739,Toyota Motor Manufacturing Kentucky,1001 Cherry Blossom Way,Georgetown,KY,40324-9564,Scott,BGADD,"336111, 336370, 336390, 541330",7900000,7700,2500,239,350,20000,0, , , , ,MOVED FEATURE; EMPLYMT,YES,BLUEGRASS ADD,105,7,Lexington,,,,,,2,0436937F-4429-42E8-B918-263E033945F1,,fb927e12-cb09-47d5-99a2-fc921dcc8b87,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9410542.5045,4616199.243
307,399007900,Global Granite & Marble,2641 Technology Drive,Jeffersontown,KY,40299,Jefferson,KIPDA,327991,280000,85,56,48,0,0,0, , , , ,2024 UPDATE NAME NAICS SQFT,YES,KIPDA ADD,56,5,Louisville,,,,,,2,5DEEEC3D-D26C-48A6-B47E-2641CFE518FC,,3d602bcf-bf06-4be8-8f12-479a74339a20,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9523166.5857,4608688.6656
308,13056,Tyler Mountain Water and Coffee,6708 Grade Lane,Louisville,KY,40213-3403,Jefferson,KIPDA,493110,354000,13,28,14,0,0,0,IP20080240, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,784445EE-303B-4566-A74B-2647974513C1,,0337891c-0ea6-46eb-babc-969dd4f2898a,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9544150.9981,4600860.899
309,0,LINAK North,11710 La Grange Road,Louisville,KY,40223,Jefferson,KIPDA,335312,76000,0,24,12,0,0,0,IP20190130, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,65236D88-4F18-4824-BAEA-264CBFB4F200,,ce71f400-ab42-497b-b8db-ee67b5655fef,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9519893.0864,4618123.9843
310,534815300,Plastikon Industries,918 Commerce Drive,Leitchfield,KY,42754-,Grayson,LTADD,326199,200000,536,40,5,0,0,0, , , , ,LOCATED FEATURE,YES,LINCOLN TRAIL ADD,43,4,Elizabethtown,,,,,,2,B376522C-6D24-46C3-982C-26FCF1EC76D5,,8dca584c-4aac-419c-84ca-77c8125af661,6/3/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9604261.5,4504044.8
311,5012,Quanex Building Products,100 Mikron Way,Richmond,KY,40475-8805,Madison,BGADD,326199,3000000,160,16,8,50,1200,8, , , , ,"BLDG_SQ_FT, EMPLYMT",YES,BLUEGRASS ADD,76,7,Lexington,,,,,,2,25552CC9-EC02-44C1-A027-270E28CB39B0,,d8a0b91a-5422-426d-b796-b838eb322a6a,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9380942.8659,4537932.4356
312,0,Penske Truck Rental,2100 Stanley Gault Parkway,Louisville,KY,40223,Jefferson,KIPDA,532120,14000,0,22,11,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,16A09520-48BA-4B03-BFC0-27407F4E8EB9,,ec4204ab-14e3-4858-9932-1adc96e9d545,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9519390.6788,4617660.3308
313,13770,Jefferson County Med Center Laundry,1400 Story Avenue,Louisville,KY,40206-1736,Jefferson,KIPDA,812332,55000,80,12,6,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,99CABCE0-DA4A-43F0-B254-274B963BBF62,,5a84404b-8fee-4e1e-85c2-1343d9af43ff,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9542963.4596,4615696.8439
314,4580,Wagstaff Inc,4657 North Bend Rd.,Hebron,KY,41048,Boone,NKADD,333249,120000,56,20,16,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,971FF91A-A0FA-4411-90A3-2791C0E09B74,,17a27f88-71e6-40f6-91ef-462a74303971,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9429181.521,4727687.5632
315,1546,Dana Corporation,1491 Dana Dr,Henderson,KY,42420-9601,Henderson,GRADD,336340,394830,275,0,16,0,0,0, , , , ,TRUCK INFO; RAIL INFO,YES,GREEN RIVER ADD,51,2,Madisonville,,,,,,2,80B5718A-0270-4E58-9AD3-27DFA3B4D336,,6f4c2ca2-cd8c-4cdf-9807-30389652dd7b,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9756719.0825,4551826.7721
316,413415302,Fanatics,9205 National Turnpike,Louisville,KY,40118,Jefferson,KIPDA,"454111, 454113, 493110",85000,100,54,27,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,FD725E98-63EC-4A51-8748-27E2B91C4F07,,d6c4567f-dee5-4a3e-97ad-74eafcb944b7,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9545030.9801,4595796.2316
317,0,Amazon.com,3680 Langley Drive,Hebron,KY, ,Boone,NKADD,48,313608,0,160,160,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,E4B1688A-3DDD-4DF0-96B5-27FC8AC29FC4,,a6a71c68-d24e-420c-a181-e964e6551ef3,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9431048.3514,4730769.8758
318,0,Frito Lay,76 Slate Creek Drive,Owingsville,KY,40360,Bath,GWADD, ,14412,0,0,12,0,0,0, , , , ,NEW,YES,GATEWAY ADD,6,9,Flemingsburg,,,,,,2,EF522C0A-16C7-4806-BF58-280ABE49DB91,,1856f13d-a8c4-467e-95fd-0fb13e0201d3,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9322845.511,4597279.0233
319,1827,A & S Fabricating Co,265 US Highway 431 N,Livermore,KY,42352-,McLean,GRADD,"332312, 332313, 332710, 333318",110000,25,5,2,0,0,0, , , , ,TRUCK INFO; RAIL INFO,YES,GREEN RIVER ADD,75,2,Madisonville,,,,,,2,1F52F3DC-ECE4-4520-9F8A-281547F27B20,,a9442a3b-da61-4309-8481-dc45f880a342,4/21/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9698467.438,4509130.3059
320,0,Blue Tank and Pump Rental,220 Stephens Dr,Nicholasville,KY,40356,Jessamine,BGADD, ,134352,0,6,3,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,57,7,Lexington,,,,,,2,A055E2E1-C5CC-4685-AA33-2826B097F924,,2ca0a663-732e-461f-b5d4-229f2b4d2289,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415552.7868,4562986.7769
321,1982,CEMEX Kosmos Cement,15301 Dixie Hwy,Louisville,KY,40272-1000,Jefferson,KIPDA,"327310, 327320, 423320",110000,159,0,0,0,0,0,IP20080193, , , ,"Called and Left message.  Didn't hear back, Multiple Buildings",YES,KIPDA ADD,56,5,Louisville,,,,,,2,4C504602-BE1E-4605-A1FE-282D9A836544,,acb59e1b-fdcf-40ae-8c61-e806b748dd27,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9563014.4827,4584474.4765
322,0,Saddle Creek Logistics,300 Richard Knock Hwy,Walton,KY, ,Kenton,NKADD,48,545000,0,65,65,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,EE51A28F-62D2-4257-B6B8-28334324C483,,ee9e8c50-6de6-4940-a48c-ac564fbfd208,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9417048.4471,4702550.1411
323,0,Daltile Sales Service Center,4621 Proximity Drive,Louisville,KY,40213,Jefferson,KIPDA,327120,54000,69,20,10,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,83048A04-67CA-40E3-AEE7-2851411C4E1A,,19d32825-6706-478d-a840-d527ef34be35,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9539292.8661,4604249.2427
324,0,Novolex,630 Erlanger Rd,Erlanger,KY,41018,Kenton,NKADD,339999,393000,40,80,40,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,2B80F1B7-1320-4280-8A19-28517455092F,,9cabb336-18c3-4ddb-85e9-8266a9686714,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9418614.9811,4726322.5185
325,0,Exile Digital,3614 Camp Ground Road,Louisville,KY,40211,Jefferson,KIPDA,323111,12000,0,58,29,0,0,0, , , , ,2024 UPDATE NAME NAICS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,655D4C5E-AD04-419D-8F43-2883D9D52DCF,,3a5fe1c1-b03e-4a10-bfc3-6c9a985b51a9,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9554188.9377,4609610.7301
326,4137,Kellogg Company,3321 State Highway 194 E,Pikeville,KY,41539-6512,Pike,BSADD,311813,280000,350,18,9,0,0,0, , , ,BETTER ACCESS TO NHS.,UPDATED ATTRIBUTES,YES,BIG SANDY ADD,98,12,Pikeville,,,,,,2,634E769A-3D09-4111-A624-28BA53A7F866,,d02ee88a-cefb-4ae8-9197-33e525fcfbb5,7/18/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9172870.1711,4515494.4618
327,2997,Louisville Gas & Electric Auburndale Operations Center,6900 Enterprise Dr,Louisville,KY,40214-4305,Jefferson,KIPDA,926130,213300,81,0,0,0,0,0,IP20080238, , , ,"UPDATED NAME, NAICS",YES,KIPDA ADD,56,5,Louisville,,,,,,2,C1974A8C-58FE-4C0D-9AB1-28BB1C85260D,,28abb24a-f226-476d-b19d-0eeb45a10fdb,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9546287.8434,4601004.3446
328,0,Walmart Fulfillment Center,120 Velocity Way,Shepherdsville,KY,40165,Bullitt,KIPDA,493110,715900,4,72,36,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,15,5,Louisville,,,,,,2,9F139F12-48EF-4EC6-9470-28FC6BDD3756,,3514af2d-3f0b-4386-8fb5-ea5aea85dc68,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9538672.0421,4575324.2881
329,0,"American Tire Distributors, Lansing Building Products, others", 8173-8183 National Turnpike,Louisville,KY,40214,Jefferson,KIPDA,423130,210000,0,40,20,0,0,0,IP20080238, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,D36CDD1F-A1B5-487A-B58D-2904AB541F04,,b3960d52-9b38-42dd-ac8c-998b90cfef46,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9545307.4738,4598116.4606
330,5025,Highlands Diversified Services Inc,250 Westinghouse Dr,London,KY,40741-2700,Laurel,CVADD,"332119, 332710, 332812, 334220, 336360, 336413",84000,350,8,4,0,0,0, , , , ,MOVED FEATURE,YES,CUMBERLAND VALLEY ADD,63,11,Manchester,,,,,,2,550D640E-E32C-4355-8EA4-2947DE36D865,,8232b9b4-cb9b-4a3e-b77e-519cee90743e,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9359306.5211,4459108.1958
331,494,Wolverine Worldwide Inc,6001 Cane Run Rd,Louisville,KY,40258-2807,Jefferson,KIPDA,493110,520000,266,134,67,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,F0140AA6-B066-4199-8F22-29736C57C945,,cc0f692e-3a15-4896-a5de-de94b86cb614,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9561242.5847,4602616.4036
332,4562,Ventra Plastics,140 Progress Dr,Russellville,KY,42276-9299,Logan,BRADD,326199,141925,316,0,12,0,0,0, , , , , ,YES,BARREN RIVER ADD,71,3,Bowling Green,,,,,,2,A43C0F79-22F0-4021-8FEF-298EF93F53A9,,8bd88f45-8d7b-4829-874c-a8744c36976e,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9673836.048,4418376.0708
333,6432,Nemak USA,400 American Ave,Glasgow,KY,42141-,Barren,BRADD,336310,160727,140,0,19,0,0,0, , , , ,UPDATED BAYS,YES,BARREN RIVER ADD,5,3,Bowling Green,,,,,,2,5AD51556-879B-458E-B9BE-29C2DDB5891C,,47b59bd5-6af9-4d92-92ec-1c917ccce1e9,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9567140.1185,4440278.6799
334,0,"Restaurant Supply Chain Solutions LLC, AEL-Span", 4325 Robards Lane,Louisville,KY,40218,Jefferson,KIPDA,"423440, 551114",114000,170,42,21,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,3EC21AE8-922A-4A47-8D63-29C42B150592,,aea72f0e-fd77-4e60-93aa-e3a0049fa25a,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9539056.4008,4607326.1033
335,13836,Toyota Boshoku Kentucky LLC,200 Francis Marion Drive,Lebanon,KY,40033-,Marion,LTADD,336360,143186,108,61,17,0,0,0, , , , , ,YES,LINCOLN TRAIL ADD,78,4,Elizabethtown,,,,,,2,B1CCFEDC-9BCF-4FDC-9674-29C5FC471BA7,,9edf43b1-b12d-4590-8f9e-340bbfdc6705,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9492025.4,4516036.5
336,6609,Packaging Unlimited,1729 McCloskey Ave,Louisville,KY,40210-1728,Jefferson,KIPDA,"322211, 339999, 493110, 561910",1000000,50,22,11,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,E9E28835-5FCE-4720-959A-29D0FF2A15F6,,908c94d4-f97d-4e42-a16c-c828e28ff92b,7/20/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9549603.4527,4611229.1408
337,638709404,Willett Distillery,1869 Loretto Road,Bardstown,KY,40004-,Nelson,LTADD,312140,40000,35,4,2,0,0,0, , , , ,MOVED FEATURE,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,4E87EC37-FF7F-4C04-9E10-2A0D33DE5EE4,,3d80ca27-6f2f-42f2-90be-d96c5b1fc521,6/17/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9513472.6001,4548855.7
338,2502,Stephens Manufacturing Co,711 W 4th St,Tompkinsville,KY,42167-1411,Monroe,BRADD,333120,175549,115,0,10,0,0,0, , , , , ,YES,BARREN RIVER ADD,86,3,Bowling Green,,,,,,2,71B7D705-182F-41EA-8A1E-2A137A13C18B,,31dc5e43-6a23-4824-aaaa-c9faeb64430e,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9540351.4779,4397928.8953
339,0,Sherwood Bedding,41 Logistics Blvd A,Walton,KY, ,Boone,NKADD,57,175000,0,30,30,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,C6F8C709-CA93-4921-9572-2A2D7BF2D8F2,,9b0a26a9-68cc-44ad-a37f-1e7e410258cf,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9420049.081,4707947.8094
340,0,FedEx Freight,450 Scottys Way,Bowling Green,KY,42103,Warren,BRADD,484122,22311,0,68,34,0,0,0, , , ,0,NEW FEATURE,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,C1865943-B8D0-4EA1-956E-2A91BA152F46,,3769c4d8-89f3-418b-9947-cbe7bb3f3715,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9610409.7224,4443346.9303
